sample_id,task_id,condition_name,variant_index,pc1,pc2,pc3
arithmetic_reasoning__care__variant_0,arithmetic_reasoning,care,0,17.729781803757337,0.275486318807883,-4.986846458124738
arithmetic_reasoning__care__variant_1,arithmetic_reasoning,care,1,20.6508390318362,1.1079297488266213,-6.586059621754438
arithmetic_reasoning__care__variant_2,arithmetic_reasoning,care,2,22.854986619395824,0.13416878436630103,-4.895215774406822
arithmetic_reasoning__narrative_threat_control__variant_0,arithmetic_reasoning,narrative_threat_control,0,8.509368796079555,8.013158088185985,-4.970880163778863
arithmetic_reasoning__narrative_threat_control__variant_1,arithmetic_reasoning,narrative_threat_control,1,9.276717263834689,7.85654300441567,-4.1312174229021155
arithmetic_reasoning__narrative_threat_control__variant_2,arithmetic_reasoning,narrative_threat_control,2,7.033847899102573,2.752742922037745,0.31132567460257404
arithmetic_reasoning__neutral__variant_0,arithmetic_reasoning,neutral,0,15.447328986690465,0.0313450403533432,-8.323049437745906
arithmetic_reasoning__neutral__variant_1,arithmetic_reasoning,neutral,1,31.14422281562679,-1.612770335023881,-4.428083097449758
arithmetic_reasoning__neutral__variant_2,arithmetic_reasoning,neutral,2,18.086628670647,-6.0783523647274125,-4.341613244878721
arithmetic_reasoning__threat__variant_0,arithmetic_reasoning,threat,0,16.057645342475784,0.8009448422641274,-0.46392083619829694
arithmetic_reasoning__threat__variant_1,arithmetic_reasoning,threat,1,14.894048415403207,0.9480204493895505,-2.712395015950654
arithmetic_reasoning__threat__variant_2,arithmetic_reasoning,threat,2,18.891935034291954,1.727388448889022,0.25203009565735707
classify_sentiment__care__variant_0,classify_sentiment,care,0,-11.302658380542132,8.715567817126257,9.971335156507747
classify_sentiment__care__variant_1,classify_sentiment,care,1,-9.289441148592589,8.11505536540299,9.237764702977339
classify_sentiment__care__variant_2,classify_sentiment,care,2,-10.70302082759911,7.464122276372201,9.776793307531136
classify_sentiment__narrative_threat_control__variant_0,classify_sentiment,narrative_threat_control,0,-13.83021207195038,11.83790433260942,10.589424036935016
classify_sentiment__narrative_threat_control__variant_1,classify_sentiment,narrative_threat_control,1,-16.25133305009134,13.448809937905827,10.732348143262488
classify_sentiment__narrative_threat_control__variant_2,classify_sentiment,narrative_threat_control,2,-13.891898393950072,8.660764967025857,11.006266907165301
classify_sentiment__neutral__variant_0,classify_sentiment,neutral,0,-12.551373064090226,5.308035898948561,7.412366581779669
classify_sentiment__neutral__variant_1,classify_sentiment,neutral,1,-5.766821338290525,3.9701808261414437,9.668860100569615
classify_sentiment__neutral__variant_2,classify_sentiment,neutral,2,-10.086528151026034,-0.2027058048969779,8.34884143721566
classify_sentiment__threat__variant_0,classify_sentiment,threat,0,-13.655147264430608,9.333008515118541,12.018731135252505
classify_sentiment__threat__variant_1,classify_sentiment,threat,1,-14.042182769443967,6.984984973010503,11.490672909414787
classify_sentiment__threat__variant_2,classify_sentiment,threat,2,-13.352175134741122,11.403515298149626,12.32634467744011
compare_approaches__care__variant_0,compare_approaches,care,0,-6.347192448995324,3.9012136378975946,-17.008841116059642
compare_approaches__care__variant_1,compare_approaches,care,1,-5.12106676187081,2.5110525750725747,-17.868237369072833
compare_approaches__care__variant_2,compare_approaches,care,2,-6.067831248392007,1.948682589792864,-14.274470088664298
compare_approaches__narrative_threat_control__variant_0,compare_approaches,narrative_threat_control,0,-11.88393073972836,12.183492053014202,-17.96484060031747
compare_approaches__narrative_threat_control__variant_1,compare_approaches,narrative_threat_control,1,-11.692609362669032,12.261284875040735,-17.24555149071788
compare_approaches__narrative_threat_control__variant_2,compare_approaches,narrative_threat_control,2,-10.166998557872063,3.8290783580435463,-13.026198370267856
compare_approaches__neutral__variant_0,compare_approaches,neutral,0,-8.632931245939556,2.10189946343412,-21.725971273422882
compare_approaches__neutral__variant_1,compare_approaches,neutral,1,-2.5199006857931026,-1.550011066169824,-18.319671723092807
compare_approaches__neutral__variant_2,compare_approaches,neutral,2,-6.8940831185835165,-5.331501230811954,-17.435363161139936
compare_approaches__threat__variant_0,compare_approaches,threat,0,-9.492659034691123,5.574510373218129,-14.805545383523045
compare_approaches__threat__variant_1,compare_approaches,threat,1,-10.49917384570458,5.080632096916134,-15.354272688129223
compare_approaches__threat__variant_2,compare_approaches,threat,2,-8.109701876305238,7.778448798377733,-13.790226284787131
estimate_quantity__care__variant_0,estimate_quantity,care,0,18.1102957591858,1.5302160232178834,-7.720639177386583
estimate_quantity__care__variant_1,estimate_quantity,care,1,19.18326933668816,1.099072386641615,-9.073838503023131
estimate_quantity__care__variant_2,estimate_quantity,care,2,21.625481858771415,0.15917535724076307,-6.992620639083702
estimate_quantity__narrative_threat_control__variant_0,estimate_quantity,narrative_threat_control,0,15.301864615922248,8.879249745317646,-7.465692309929166
estimate_quantity__narrative_threat_control__variant_1,estimate_quantity,narrative_threat_control,1,16.468211293947082,7.3312434588091815,-5.521908695432411
estimate_quantity__narrative_threat_control__variant_2,estimate_quantity,narrative_threat_control,2,11.004712996099482,4.381150308000231,-4.120699249842028
estimate_quantity__neutral__variant_0,estimate_quantity,neutral,0,18.70256806418252,0.04666379628225567,-9.818258544270257
estimate_quantity__neutral__variant_1,estimate_quantity,neutral,1,28.646687640255614,-3.9919460243485068,-7.024809153848386
estimate_quantity__neutral__variant_2,estimate_quantity,neutral,2,21.54191956117863,-6.407575252337825,-7.319611164388929
estimate_quantity__threat__variant_0,estimate_quantity,threat,0,19.346750431065946,1.1340657629598712,-2.9623786112040595
estimate_quantity__threat__variant_1,estimate_quantity,threat,1,19.353682730748957,1.0917998654393795,-5.387989306560813
estimate_quantity__threat__variant_2,estimate_quantity,threat,2,20.366435233116793,2.700379949140294,-2.534617676357712
extract_facts__care__variant_0,extract_facts,care,0,-10.433704285132363,6.299406881497506,-0.5155160971729787
extract_facts__care__variant_1,extract_facts,care,1,-10.321826498887802,5.66150535776863,-1.5059283794782266
extract_facts__care__variant_2,extract_facts,care,2,-10.679523979232878,4.181881879260585,-0.9949246705872645
extract_facts__narrative_threat_control__variant_0,extract_facts,narrative_threat_control,0,-15.818034481890225,9.882578294970736,-2.0360727950678754
extract_facts__narrative_threat_control__variant_1,extract_facts,narrative_threat_control,1,-15.713424999448243,10.731511978577839,-0.5099154297020158
extract_facts__narrative_threat_control__variant_2,extract_facts,narrative_threat_control,2,-14.421323077611907,6.385235481056752,1.5947253257219338
extract_facts__neutral__variant_0,extract_facts,neutral,0,-12.70925069955408,2.5205314820250377,-5.218309699361098
extract_facts__neutral__variant_1,extract_facts,neutral,1,-6.011628786548033,0.4346063340451165,-3.1971475837373404
extract_facts__neutral__variant_2,extract_facts,neutral,2,-11.08025376835867,-4.970263262598973,-3.512087155132698
extract_facts__threat__variant_0,extract_facts,threat,0,-13.219666621778305,7.173119370289343,1.274578113529326
extract_facts__threat__variant_1,extract_facts,threat,1,-14.288671637011038,5.451109901624173,-0.35901297443583224
extract_facts__threat__variant_2,extract_facts,threat,2,-11.924775780179829,8.361781084562683,1.5750324589186457
identify_fallacy__care__variant_0,identify_fallacy,care,0,-8.971394332849032,9.670747032497383,3.8514537807414326
identify_fallacy__care__variant_1,identify_fallacy,care,1,-9.108301071701728,8.193182836986239,2.935448976512094
identify_fallacy__care__variant_2,identify_fallacy,care,2,-9.418583715563546,7.0675077034510485,3.420301992321382
identify_fallacy__narrative_threat_control__variant_0,identify_fallacy,narrative_threat_control,0,-14.165648313609523,13.464247982723407,2.468676269768844
identify_fallacy__narrative_threat_control__variant_1,identify_fallacy,narrative_threat_control,1,-14.55867533098524,14.00415292108863,4.194401629163786
identify_fallacy__narrative_threat_control__variant_2,identify_fallacy,narrative_threat_control,2,-13.014071189242916,8.631869537878618,5.672842788557332
identify_fallacy__neutral__variant_0,identify_fallacy,neutral,0,-12.04265076051455,6.496789334495259,-0.23132815961648823
identify_fallacy__neutral__variant_1,identify_fallacy,neutral,1,-3.9058091499751213,4.029043875094623,3.189503729716714
identify_fallacy__neutral__variant_2,identify_fallacy,neutral,2,-8.951665522814947,-0.5202196803544934,2.5570918366835724
identify_fallacy__threat__variant_0,identify_fallacy,threat,0,-12.266956558812748,10.734858298901887,6.403650945131383
identify_fallacy__threat__variant_1,identify_fallacy,threat,1,-13.45853749355719,8.938741772780952,5.59730498231554
identify_fallacy__threat__variant_2,identify_fallacy,threat,2,-11.571896854632367,11.971514784577954,5.562421550807305
logical_deduction__care__variant_0,logical_deduction,care,0,19.25307298167609,0.42029517561745317,11.46019586381335
logical_deduction__care__variant_1,logical_deduction,care,1,19.765854332144553,-1.386460433547463,10.391288542683734
logical_deduction__care__variant_2,logical_deduction,care,2,20.64594006923129,-1.5647489210687267,11.485230999079151
logical_deduction__narrative_threat_control__variant_0,logical_deduction,narrative_threat_control,0,14.203336621048248,6.298637833252452,11.836256512727019
logical_deduction__narrative_threat_control__variant_1,logical_deduction,narrative_threat_control,1,16.273009494109335,5.965462974994437,11.658607842448689
logical_deduction__narrative_threat_control__variant_2,logical_deduction,narrative_threat_control,2,10.302162331445457,3.1935716002053303,14.644989836731515
logical_deduction__neutral__variant_0,logical_deduction,neutral,0,18.060429108116516,-1.5326242131762855,9.195258443828271
logical_deduction__neutral__variant_1,logical_deduction,neutral,1,27.910599339460397,-4.542340682121895,12.945974992849878
logical_deduction__neutral__variant_2,logical_deduction,neutral,2,20.742018870563886,-6.75985006466254,12.387456240808453
logical_deduction__threat__variant_0,logical_deduction,threat,0,16.250945809013547,0.44995694189277335,14.90380230971929
logical_deduction__threat__variant_1,logical_deduction,threat,1,17.9622650663011,-0.14116274528855827,12.768866004058243
logical_deduction__threat__variant_2,logical_deduction,threat,2,17.745753831663425,0.7343891443325608,15.469006517559059
summarize_paragraph__care__variant_0,summarize_paragraph,care,0,-8.93070909982106,-28.08108119501406,1.3345089631404492
summarize_paragraph__care__variant_1,summarize_paragraph,care,1,-8.012826129875915,-30.617543351158474,0.4783954355749733
summarize_paragraph__care__variant_2,summarize_paragraph,care,2,-9.510720807288907,-28.665855758263938,0.7089244882058744
summarize_paragraph__narrative_threat_control__variant_0,summarize_paragraph,narrative_threat_control,0,-15.382152217177673,-22.90517021378622,-1.0893679275873465
summarize_paragraph__narrative_threat_control__variant_1,summarize_paragraph,narrative_threat_control,1,-12.790786066989162,-24.489479362349222,2.458034633475254
summarize_paragraph__narrative_threat_control__variant_2,summarize_paragraph,narrative_threat_control,2,-13.526038124752235,-25.928343086868388,1.8911489876507521
summarize_paragraph__neutral__variant_0,summarize_paragraph,neutral,0,-12.463249131969349,-26.399788652898717,-6.086259785095822
summarize_paragraph__neutral__variant_1,summarize_paragraph,neutral,1,-4.636408892778231,-34.395396178300444,1.449315508188765
summarize_paragraph__neutral__variant_2,summarize_paragraph,neutral,2,-8.442456378663982,-35.68158623290723,0.9741183028333388
