sample_id,task_id,condition_name,variant_index,pc1,pc2,pc3
estimate_quantity__narrative_threat_control__variant_2,estimate_quantity,narrative_threat_control,2,12.661906945119712,-1.203522215158998,8.468335268163381
estimate_quantity__neutral__variant_0,estimate_quantity,neutral,0,16.558382517460256,-2.4887673182322216,10.691928821297944
estimate_quantity__neutral__variant_1,estimate_quantity,neutral,1,18.60309073366137,-3.6202894856681165,9.822122526659058
estimate_quantity__neutral__variant_2,estimate_quantity,neutral,2,17.16945192858686,-3.376027994703063,9.984543963621077
estimate_quantity__threat__variant_0,estimate_quantity,threat,0,16.751726825354194,-2.1675874378510547,9.930255356749532
estimate_quantity__threat__variant_1,estimate_quantity,threat,1,17.638012275997966,-1.4715977455232634,10.45514735066725
estimate_quantity__threat__variant_2,estimate_quantity,threat,2,17.21864462693898,-2.5563178613190223,8.9432237505227
extract_facts__care__variant_0,extract_facts,care,0,-9.354406582856454,3.5853624692952053,3.97091781998497
extract_facts__care__variant_1,extract_facts,care,1,-8.70912982797321,3.7251583287281624,3.8646023710637665
extract_facts__care__variant_2,extract_facts,care,2,-8.332224914320337,3.595017112645076,4.3914584062912905
extract_facts__narrative_threat_control__variant_0,extract_facts,narrative_threat_control,0,-10.504576885738157,2.6030754848512125,3.8445247229910384
extract_facts__narrative_threat_control__variant_1,extract_facts,narrative_threat_control,1,-10.14358154105388,2.7221227106925827,5.490798563487441
extract_facts__narrative_threat_control__variant_2,extract_facts,narrative_threat_control,2,-10.139223797491933,3.9280259876040535,2.8595889892186213
extract_facts__neutral__variant_0,extract_facts,neutral,0,-8.933958997535436,1.8916500883306362,5.088184648496834
extract_facts__neutral__variant_1,extract_facts,neutral,1,-7.96130162642038,2.5065866957524947,4.607184159444203
extract_facts__neutral__variant_2,extract_facts,neutral,2,-9.06170661417041,1.1775015365191515,4.168617917568745
extract_facts__threat__variant_0,extract_facts,threat,0,-8.285061697728912,3.526403977768961,4.5169125943430375
extract_facts__threat__variant_1,extract_facts,threat,1,-8.669587623578314,3.877334172030221,4.715992384198531
extract_facts__threat__variant_2,extract_facts,threat,2,-8.271242244517657,3.2596008896015283,3.6272793751648185
identify_fallacy__care__variant_0,identify_fallacy,care,0,-8.564594920630082,9.492936726222636,0.49045240224585274
identify_fallacy__care__variant_1,identify_fallacy,care,1,-8.254200855522477,9.638381511019265,0.11756006109420068
identify_fallacy__care__variant_2,identify_fallacy,care,2,-7.570843100979528,10.139034249742519,1.1304528402522087
identify_fallacy__narrative_threat_control__variant_0,identify_fallacy,narrative_threat_control,0,-9.347969381131627,9.092786386086068,0.18597031611896608
identify_fallacy__narrative_threat_control__variant_1,identify_fallacy,narrative_threat_control,1,-9.523018249121202,9.860195030395094,1.6125324708548476
identify_fallacy__narrative_threat_control__variant_2,identify_fallacy,narrative_threat_control,2,-9.34518369235613,9.793010352702883,-0.5343330110441841
identify_fallacy__neutral__variant_0,identify_fallacy,neutral,0,-8.527195848768718,9.421483825924259,1.587564216427099
identify_fallacy__neutral__variant_1,identify_fallacy,neutral,1,-6.996982094212337,9.490299831682245,0.7052315188150706
identify_fallacy__neutral__variant_2,identify_fallacy,neutral,2,-8.048043268766472,7.85777308489496,0.5066415869053055
identify_fallacy__threat__variant_0,identify_fallacy,threat,0,-8.44085538876732,10.189981825985596,0.8251764128010051
identify_fallacy__threat__variant_1,identify_fallacy,threat,1,-8.524160666318158,10.887796878971479,0.9806977568178303
identify_fallacy__threat__variant_2,identify_fallacy,threat,2,-8.464251535774686,9.658644218780415,-0.37938790300684133
logical_deduction__care__variant_0,logical_deduction,care,0,15.725643432695366,4.499099967318499,-5.902844027024907
logical_deduction__care__variant_1,logical_deduction,care,1,15.959166537241309,3.958486602879087,-6.00509093944071
logical_deduction__care__variant_2,logical_deduction,care,2,18.016328629387946,4.490759212536822,-5.259114596654387
logical_deduction__narrative_threat_control__variant_0,logical_deduction,narrative_threat_control,0,14.405912405816716,4.569726546003578,-5.524221212896384
logical_deduction__narrative_threat_control__variant_1,logical_deduction,narrative_threat_control,1,16.529464518859385,4.163969634523459,-3.704375150320586
logical_deduction__narrative_threat_control__variant_2,logical_deduction,narrative_threat_control,2,13.103260944218661,5.211259772317783,-5.962593143335608
logical_deduction__neutral__variant_0,logical_deduction,neutral,0,16.739055755490174,3.6903057486788473,-4.525968678960273
logical_deduction__neutral__variant_1,logical_deduction,neutral,1,19.91771343160667,3.5967467016552366,-4.730041135674107
logical_deduction__neutral__variant_2,logical_deduction,neutral,2,17.8917962820219,3.7877720219275877,-4.672783594680307
logical_deduction__threat__variant_0,logical_deduction,threat,0,15.997294019617426,4.440394338449439,-5.295579601571943
logical_deduction__threat__variant_1,logical_deduction,threat,1,17.792146268456126,4.749541321674017,-5.024109784379764
logical_deduction__threat__variant_2,logical_deduction,threat,2,16.821723326201905,3.321355098760111,-5.777797172177486
summarize_paragraph__care__variant_0,summarize_paragraph,care,0,-10.815820114566618,-13.494555903943052,-7.703016041306561
summarize_paragraph__care__variant_1,summarize_paragraph,care,1,-10.147112138323367,-13.716466559301878,-8.339580267463251
summarize_paragraph__care__variant_2,summarize_paragraph,care,2,-10.119731519324505,-12.229424205467277,-6.3734156732467
summarize_paragraph__narrative_threat_control__variant_0,summarize_paragraph,narrative_threat_control,0,-11.795068680748892,-12.699906557548543,-7.326306747161967
summarize_paragraph__narrative_threat_control__variant_1,summarize_paragraph,narrative_threat_control,1,-11.008374975630037,-14.304250054983704,-7.434113912879668
summarize_paragraph__narrative_threat_control__variant_2,summarize_paragraph,narrative_threat_control,2,-12.072991872595177,-12.519911188884771,-8.463442605577361
summarize_paragraph__neutral__variant_0,summarize_paragraph,neutral,0,-10.385402895161285,-12.404529503380909,-5.5114467813263825
summarize_paragraph__neutral__variant_1,summarize_paragraph,neutral,1,-9.309383949653435,-14.840067879745098,-6.944275497335225
summarize_paragraph__neutral__variant_2,summarize_paragraph,neutral,2,-10.114074750234698,-15.416576780729105,-7.799894251162035
summarize_paragraph__threat__variant_0,summarize_paragraph,threat,0,-10.105099602205547,-13.186101570280831,-7.238864661735713
summarize_paragraph__threat__variant_1,summarize_paragraph,threat,1,-10.961672402915825,-12.757662078835484,-6.791969970736331
summarize_paragraph__threat__variant_2,summarize_paragraph,threat,2,-9.683650000073502,-14.433047349208552,-8.943346244246445
