layer,n_samples,n_features,conditions,accuracy,f1_macro,auroc_macro_ovr,permutation_accuracy_mean,permutation_accuracy_std,permutation_f1_macro_mean,permutation_f1_macro_std,permutation_auroc_macro_ovr_mean,permutation_auroc_macro_ovr_std
0,12,64,"['threat', 'narrative_threat_control']",0.5,0.5,0.75,0.5249999999999999,0.11211353372561425,0.4681275668775668,0.14141735323434249,0.49444444444444446,0.14844876906541543
1,12,64,"['threat', 'narrative_threat_control']",0.5,0.5,0.75,0.5416666666666667,0.10704360482220941,0.46777777777777774,0.14985177861992685,0.4805555555555555,0.23042164785989433
2,12,64,"['threat', 'narrative_threat_control']",0.75,0.7333333333333334,1.0,0.5166666666666667,0.03333333333333335,0.44693084693084684,0.0961776947656196,0.5027777777777778,0.18980578117618344
3,12,64,"['threat', 'narrative_threat_control']",0.5,0.5,0.75,0.5,0.0,0.4104166666666666,0.07908438706709295,0.48194444444444445,0.0713759175418311
4,12,64,"['threat', 'narrative_threat_control']",0.75,0.7333333333333334,1.0,0.4916666666666667,0.024999999999999994,0.42111111111111105,0.07988417541341641,0.49722222222222234,0.1621851175221667
5,12,64,"['threat', 'narrative_threat_control']",1.0,1.0,1.0,0.5249999999999999,0.17098570440569325,0.481111111111111,0.1904542976836512,0.5833333333333334,0.21695137988629598
6,12,64,"['threat', 'narrative_threat_control']",0.75,0.7333333333333334,1.0,0.5166666666666666,0.097182531580755,0.4671480970010382,0.11279643978293212,0.5527777777777778,0.15338264102531693
7,12,64,"['threat', 'narrative_threat_control']",0.5833333333333334,0.5804195804195804,0.75,0.5083333333333333,0.04487637339278754,0.45591234745646503,0.09764566327793511,0.5361111111111112,0.150641631810625
